antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2945,0.0008,0.0008,0.0027164685908319186,3.395585738539898,1.0,0.0005644000000000001,1.0019216887980933,1.0,0.0027164685908319186,0.0019180029932265,0.5013582342954159
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2945,0.0006,0.0006,0.0020373514431239388,3.395585738539898,1.0,0.00042329999999999993,1.0014402858115004,0.9999999999999999,0.0020373514431239388,0.001438214371746987,0.501018675721562
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2945,0.0004,0.0004,0.0013582342954159593,3.395585738539898,1.0,0.00028220000000000003,1.0009595375722544,1.0,0.0013582342954159593,0.0009586177425129645,0.500679117147708
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2945,0.0008,0.0008,0.0027164685908319186,3.395585738539898,1.0,0.0005644000000000001,1.0019216887980933,1.0,0.0027164685908319186,0.0019180029932265,0.5013582342954159
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2945,0.0006,0.0006,0.0020373514431239388,3.395585738539898,1.0,0.00042329999999999993,1.0014402858115004,0.9999999999999999,0.0020373514431239388,0.001438214371746987,0.501018675721562
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High'})",0.1425,0.0027,0.0013,0.00912280701754386,3.3788174139051335,1.0,0.0009152499999999999,1.006481940509915,0.8210361067503924,0.009034051424600417,0.006440195545516756,0.24530214424951266
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'TWF'})",0.1036,0.002,0.0007,0.006756756756756757,3.3783783783783785,1.0,0.0004928,1.0047891156462585,0.785363676929942,0.00667302192564347,0.004766289335427613,0.17837837837837836
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2073,0.001,0.0007,0.003376748673420164,3.3767486734201637,1.0,0.0004927,1.0023848015488868,0.8879237326316929,0.003371868978805395,0.0023791278012213852,0.3516883743367101
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'TWF'}),0.0194,0.0046,0.0003,0.015463917525773195,3.3617212012550426,1.0,0.00021075999999999997,1.0110345549738218,0.7164321163913249,0.012658227848101266,0.010914122489223623,0.04034065441506051
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2988,0.0008,0.0008,0.002677376171352075,3.3467202141900936,1.0,0.00056096,1.0018824161073825,0.9999999999999998,0.002677376171352075,0.0018788792747718925,0.501338688085676
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2988,0.0008,0.0008,0.002677376171352075,3.3467202141900936,1.0,0.00056096,1.0018824161073825,0.9999999999999998,0.002677376171352075,0.0018788792747718925,0.501338688085676
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2994,0.0006,0.0006,0.002004008016032064,3.3400133600534403,1.0,0.00042035999999999994,1.001406827309237,1.0,0.002004008016032064,0.001404850926588017,0.501002004008016
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF', 'Tool wear [min]_Tool wear [min]_High'})",0.2994,0.0006,0.0006,0.002004008016032064,3.3400133600534403,1.0,0.00042035999999999994,1.001406827309237,1.0,0.002004008016032064,0.001404850926588017,0.501002004008016
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.0555,0.0027,0.0005,0.009009009009009009,3.33667000333667,1.0,0.00035015000000000003,1.0063663636363636,0.7414505029115934,0.008665511265164644,0.006326089450525428,0.09709709709709709
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High'})",0.0555,0.0027,0.0005,0.009009009009009009,3.33667000333667,1.0,0.00035015000000000003,1.0063663636363636,0.7414505029115934,0.008665511265164644,0.006326089450525428,0.09709709709709709
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High'})",0.1,0.0027,0.0009,0.009,3.333333333333333,1.0,0.0006299999999999999,1.0063572149344095,0.7777777777777777,0.008840864440078585,0.006317056051338614,0.17116666666666666
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2529,0.0019,0.0016,0.006326611308817715,3.329795425693534,1.0,0.0011194900000000001,1.0044547950656586,0.9365295810467139,0.006319115323854659,0.004435037880791218,0.42421593723335627
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2408,0.0005,0.0004,0.0016611295681063125,3.322259136212625,1.0,0.0002796,1.0011630615640599,0.9207060063224447,0.0016604400166044004,0.0011617104233179714,0.40083056478405316
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High'})",0.2489,0.0027,0.0022,0.008838891120932101,3.273663378123,1.0,0.00152797,1.0061936359951358,0.924686217789666,0.008821170809943867,0.006155511000633812,0.4118268529678734
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'TWF'})",0.1222,0.002,0.0008,0.006546644844517185,3.2733224222585924,1.0,0.0005556000000000001,1.0045766062602965,0.7911825017088175,0.006482982171799027,0.004555756357231648,0.2032733224222586
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2527,0.0017,0.0014,0.00554016620498615,3.2589212970506765,1.0,0.0009704100000000001,1.0038615598885794,0.9275391409072662,0.005533596837944665,0.0038467056045138233,0.414534788984846
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.1027,0.0021,0.0007,0.006815968841285297,3.245699448231094,1.0,0.00048433000000000005,1.0047483333333334,0.7710910509305696,0.0067243035542747355,0.004725893217041084,0.17007465108730935
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'TWF'}),0.0537,0.0046,0.0008,0.014897579143389201,3.238604161606348,1.0,0.00055298,1.0104533081285443,0.7304501743633097,0.013913043478260872,0.010345166911180632,0.09440531131082505
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2073,0.0015,0.001,0.00482392667631452,3.2159511175430135,1.0,0.00068905,1.0033400387784779,0.8692443547369748,0.004812319538017324,0.0033289200563991184,0.33574529667149056
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF'})",0.0696,0.0018,0.0004,0.00574712643678161,3.1928480204342278,1.0,0.00027472,1.0039699421965318,0.7381771281169389,0.00563380281690141,0.0039542440761186235,0.11398467432950192
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Tool wear [min]_Tool wear [min]_High'})",0.0696,0.0018,0.0004,0.00574712643678161,3.1928480204342278,1.0,0.00027472,1.0039699421965318,0.7381771281169389,0.00563380281690141,0.0039542440761186235,0.11398467432950192
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.0696,0.0018,0.0004,0.00574712643678161,3.1928480204342278,1.0,0.00027472,1.0039699421965318,0.7381771281169389,0.00563380281690141,0.0039542440761186235,0.11398467432950192
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.0696,0.0018,0.0004,0.00574712643678161,3.1928480204342278,1.0,0.00027472,1.0039699421965318,0.7381771281169389,0.00563380281690141,0.0039542440761186235,0.11398467432950192
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2004,0.0011,0.0007,0.003493013972055888,3.1754672473235344,1.0,0.00047955999999999997,1.0024014021031549,0.8567855356249553,0.0034860557768924307,0.002395649186160665,0.31992832516784614
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2004,0.0011,0.0007,0.003493013972055888,3.1754672473235344,1.0,0.00047955999999999997,1.0024014021031549,0.8567855356249553,0.0034860557768924307,0.002395649186160665,0.31992832516784614
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2534,0.0005,0.0004,0.0015785319652722968,3.1570639305445933,1.0,0.0002733,1.0010802371541503,0.915148673988749,0.0015779092702169625,0.0010790715010228081,0.40078926598263614
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_High'})",0.1064,0.0027,0.0009,0.008458646616541353,3.132832080200501,1.0,0.00061272,1.0058077725118484,0.7618621307072516,0.008317929759704253,0.005774237056594157,0.17089598997493732
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'TWF'})",0.1425,0.0018,0.0008,0.005614035087719299,3.118908382066277,1.0,0.0005435000000000001,1.003835568101623,0.7922740524781342,0.005574912891986064,0.0038209127306344406,0.22502923976608188
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.152,0.0019,0.0009,0.0059210526315789476,3.1163434903047094,1.0,0.0006112,1.0040450033090669,0.80083857442348,0.0058823529411764705,0.0040287071752118505,0.23980263157894735
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2073,0.0014,0.0009,0.0043415340086830675,3.1010957204879053,1.0,0.00060978,1.0029543604651163,0.85471594970775,0.004331087584215592,0.0029456579297847656,0.32359933843291294
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2489,0.0017,0.0013,0.005222981116914423,3.0723418334790726,1.0,0.00087687,1.00354147819063,0.8980367256229326,0.005214600882470918,0.0035289803835664864,0.38496443173492784
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.1254,0.0013,0.0005,0.003987240829346092,3.0671083302662248,1.0,0.00033698,1.002697998398719,0.7705922707523439,0.003961965134706815,0.002690738789772797,0.19430131272236537
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2491,0.0021,0.0016,0.006423123243677238,3.05863011603678,1.0,0.00107689,1.0043510707070706,0.8963327340524704,0.006410256410256411,0.004332220907583163,0.3841639425742196
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'TWF'})",0.0351,0.0028,0.0003,0.008547008547008546,3.0525030525030523,1.0,0.00020171999999999996,1.0057965517241378,0.696859778215359,0.00797872340425532,0.005763145353999745,0.05784493284493284
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'TWF'})",0.2529,0.0013,0.001,0.0039541320680110716,3.041640052316209,1.0,0.0006712300000000001,1.0026646685192537,0.8984473296747425,0.0039494470774091624,0.0026575869310213993,0.3865924506493902
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2534,0.0013,0.001,0.003946329913180742,3.035638394754417,1.0,0.00067058,1.0026568145800319,0.8981784087864989,0.003941663381947181,0.0026497746201869852,0.386588549571975
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2504,0.0012,0.0009,0.003594249201277955,2.9952076677316297,1.0,0.00059952,1.002402885771543,0.8886517253646389,0.0035899481451934587,0.002397125752180572,0.37679712460063897
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'TWF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2504,0.0012,0.0009,0.003594249201277955,2.9952076677316297,1.0,0.00059952,1.002402885771543,0.8886517253646389,0.0035899481451934587,0.002397125752180572,0.37679712460063897
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2527,0.0012,0.0009,0.003561535417491096,2.9679461812425805,1.0,0.00059676,1.0023699761715648,0.8872831080779695,0.0035573122529644276,0.0023643726646887225,0.3767807677087455
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Torque [Nm]_Torque [Nm]_Low', 'TWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2527,0.0012,0.0009,0.003561535417491096,2.9679461812425805,1.0,0.00059676,1.0023699761715648,0.8872831080779695,0.0035573122529644276,0.0023643726646887225,0.3767807677087455
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.1307,0.0026,0.001,0.007651109410864575,2.9427343887940673,1.0,0.00066018,1.0050900539707015,0.7594386287817785,0.007558578987150416,0.0050642765298421644,0.1961332470131246
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.0537,0.0019,0.0003,0.00558659217877095,2.940311673037342,1.0,0.00019796999999999998,1.0037073033707866,0.6973475641974004,0.0054249547920434,0.0036936100378428516,0.0817406645104381
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'TWF'}),0.1262,0.0046,0.0017,0.013470681458003168,2.9284090126093845,1.0,0.00111948,1.0089918072289155,0.7536251396873697,0.013168086754453912,0.008911675163756448,0.19151794942465375
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.1464,0.0021,0.0009,0.006147540983606557,2.927400468384075,1.0,0.00059256,1.0040725773195878,0.7713214620431116,0.006097560975609756,0.004056058706891029,0.21735948477751757
"frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.2138,0.0008,0.0005,0.002338634237605239,2.9232927970065483,1.0,0.00032896,1.0015422409751524,0.8368354108369371,0.0023353573096683796,0.0015398661305096467,0.31366931711880264
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'TWF'})",0.0858,0.0028,0.0007,0.008158508158508158,2.9137529137529135,1.0,0.00045976000000000003,1.0054025851938895,0.7184423539706848,0.007963594994311719,0.005373554110016203,0.12907925407925408
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF', 'Tool wear [min]_Tool wear [min]_High'})",0.2416,0.001,0.0007,0.0028973509933774835,2.8973509933774833,1.0,0.0004584,1.0019028642590286,0.8634719710669078,0.002893757751136833,0.0018992502436211045,0.35144867549668873
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2416,0.001,0.0007,0.0028973509933774835,2.8973509933774833,1.0,0.0004584,1.0019028642590286,0.8634719710669078,0.002893757751136833,0.0018992502436211045,0.35144867549668873
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.107,0.0026,0.0008,0.007476635514018692,2.875629043853343,1.0,0.0005218,1.0049133709981166,0.7304031354983203,0.007352941176470588,0.004889347818346393,0.1575844716031632
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2094,0.0015,0.0009,0.004297994269340974,2.865329512893983,1.0,0.0005859,1.002810071942446,0.8234252466481153,0.004285714285714286,0.0028021975656895085,0.30214899713467047
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'TWF', 'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.2094,0.0015,0.0009,0.004297994269340974,2.865329512893983,1.0,0.0005859,1.002810071942446,0.8234252466481153,0.004285714285714286,0.0028021975656895085,0.30214899713467047
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'TWF'}),0.1068,0.0046,0.0014,0.013108614232209737,2.8496987461325514,1.0,0.00090872,1.008621631878558,0.7266969483718252,0.012727272727272728,0.008547934731976832,0.15872822015958313
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'TWF'})",0.1009,0.0028,0.0008,0.007928642220019821,2.8316579357213647,1.0,0.0005174800000000001,1.0051696303696303,0.7194416638861083,0.007774538386783284,0.005143042739690956,0.1468214639671528
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low', 'Air temperature [K]_Air temperature [K]_Low'})",frozenset({'TWF'}),0.0231,0.0046,0.0003,0.012987012987012986,2.82326369282891,1.0,0.00019373999999999997,1.0084973684210525,0.6610707339543453,0.010948905109489052,0.00842577153607895,0.03910220214568041
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low', 'Air temperature [K]_Air temperature [K]_High'})",frozenset({'TWF'}),0.0389,0.0046,0.0005,0.012853470437017995,2.7942327036995644,1.0,0.00032106,1.0083609375,0.6681094579128083,0.011627906976744188,0.008291611851535057,0.060774561305465526
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2534,0.0017,0.0012,0.00473559589581689,2.785644644598171,1.0,0.0007692199999999999,1.0030500396510704,0.8585811233145818,0.004726270185112248,0.003040765196651197,0.3553089744184966
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'TWF', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.0568,0.0019,0.0003,0.0052816901408450695,2.779836916234247,1.0,0.00019207999999999996,1.003399646017699,0.6788238620299689,0.005136986301369863,0.0033881275832532507,0.08158821349147516
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.0568,0.0019,0.0003,0.0052816901408450695,2.779836916234247,1.0,0.00019207999999999996,1.003399646017699,0.6788238620299689,0.005136986301369863,0.0033881275832532507,0.08158821349147516
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'TWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2491,0.0013,0.0009,0.0036130068245684463,2.779236018898805,1.0,0.00057617,1.002321394037067,0.8525621106524023,0.0036072144288577155,0.0023160176475102096,0.34796034956613037
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2529,0.001,0.0007,0.00276789244760775,2.7678924476077498,1.0,0.00044709999999999997,1.001772799365583,0.8549247566782033,0.0027646129541864135,0.0017696621097174675,0.35138394622380387
"frozenset({'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_Low', 'TWF'})",0.2529,0.001,0.0007,0.00276789244760775,2.7678924476077498,1.0,0.00044709999999999997,1.001772799365583,0.8549247566782033,0.0027646129541864135,0.0017696621097174675,0.35138394622380387
